Id,tags_list,road,cultivation,agriculture,haze,clear,habitation,bare_ground,blooming,partly_cloudy,selective_logging,blow_down,primary,slash_burn,artisinal_mine,water,conventional_mine,cloudy
train_86,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_87,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_88,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_89,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_90,"['agriculture', 'partly_cloudy', 'primary', 'road']",1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_91,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_92,"['agriculture', 'clear', 'habitation', 'primary', 'road']",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_93,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_94,"['agriculture', 'clear', 'habitation', 'primary', 'road']",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_95,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_96,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_97,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_98,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_99,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_100,"['bare_ground', 'clear', 'water']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
train_101,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_102,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_103,"['agriculture', 'clear', 'habitation', 'primary', 'road', 'water']",1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_104,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_105,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_106,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_107,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_108,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_109,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_110,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_111,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_112,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_113,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_114,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_115,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_116,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_117,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_118,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_119,"['agriculture', 'clear', 'primary', 'road', 'water']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_120,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_121,"['partly_cloudy', 'primary', 'water']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_122,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_123,"['agriculture', 'bare_ground', 'clear', 'habitation', 'primary', 'road']",1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
train_124,"['bare_ground', 'clear', 'primary']",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_125,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_126,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_127,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_128,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_129,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_130,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_131,"['agriculture', 'clear', 'primary', 'road', 'water']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_132,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_133,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_134,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_135,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_136,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_137,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_138,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_139,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_140,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_141,"['partly_cloudy', 'primary', 'water']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_142,"['agriculture', 'clear', 'habitation', 'primary', 'road']",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_143,"['partly_cloudy', 'primary', 'water']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_144,"['agriculture', 'partly_cloudy', 'primary', 'selective_logging']",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
train_145,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_146,"['clear', 'cultivation', 'primary']",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_147,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_148,"['agriculture', 'clear', 'cultivation', 'primary', 'water']",0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_149,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_150,"['agriculture', 'partly_cloudy', 'primary']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_151,"['agriculture', 'clear', 'cultivation', 'primary', 'selective_logging']",0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_152,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_153,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_154,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_155,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_156,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_157,"['agriculture', 'partly_cloudy', 'primary']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_158,"['agriculture', 'clear', 'primary', 'water']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_159,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_160,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_161,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_162,"['agriculture', 'partly_cloudy', 'primary']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_163,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_164,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_165,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_166,"['clear', 'primary', 'road', 'selective_logging', 'water']",1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
train_167,"['agriculture', 'habitation', 'partly_cloudy', 'primary', 'road']",1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
train_168,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_169,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_170,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_171,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_172,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_173,"['clear', 'cultivation', 'primary']",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_174,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_175,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_176,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_177,"['agriculture', 'clear', 'primary', 'road', 'water']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_178,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_179,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_180,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_181,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_182,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_183,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_184,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_185,"['agriculture', 'artisinal_mine', 'clear', 'cultivation', 'habitation', 'primary', 'road', 'water']",1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0
train_186,"['clear', 'primary', 'road', 'water']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_187,"['artisinal_mine', 'clear', 'primary', 'road']",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
train_188,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_189,"['clear', 'primary', 'road', 'water']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_190,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_191,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_192,"['blow_down', 'clear', 'primary']",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
train_193,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_194,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_195,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_196,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_197,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_198,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_199,"['agriculture', 'clear', 'cultivation', 'primary']",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_200,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_201,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_202,"['clear', 'habitation', 'road']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
train_203,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_204,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_205,"['agriculture', 'clear', 'cultivation', 'primary']",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_206,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_207,"['bare_ground', 'clear', 'primary', 'road']",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_208,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_209,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_210,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_211,"['clear', 'habitation', 'primary', 'road']",1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_212,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_213,"['agriculture', 'clear', 'primary', 'road', 'water']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_214,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_215,"['haze', 'primary', 'water']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_216,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_217,"['bare_ground', 'clear', 'primary']",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_218,"['agriculture', 'clear', 'cultivation', 'habitation', 'primary', 'road']",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_219,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_220,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_221,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_222,"['agriculture', 'clear', 'cultivation', 'habitation', 'primary', 'road', 'water']",1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_223,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_224,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_225,"['agriculture', 'clear', 'cultivation', 'habitation', 'primary', 'road']",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_226,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_227,"['agriculture', 'clear', 'cultivation', 'primary']",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_228,"['agriculture', 'haze', 'primary', 'road', 'water']",1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_229,"['agriculture', 'clear', 'cultivation', 'primary']",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_230,"['agriculture', 'bare_ground', 'habitation', 'partly_cloudy', 'primary', 'road']",1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
train_231,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_232,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_233,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_234,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_235,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_236,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_237,"['artisinal_mine', 'clear', 'primary', 'road', 'water']",1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
train_238,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_239,"['bare_ground', 'clear', 'primary', 'water']",0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
train_240,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_241,"['agriculture', 'haze', 'primary', 'road']",1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_242,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_243,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_244,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_245,"['clear', 'primary', 'blooming']",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
train_246,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_247,"['agriculture', 'clear', 'cultivation', 'habitation', 'primary', 'road', 'selective_logging']",1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
train_248,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_249,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_250,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
